ORB, FREAK, 1, 4, 5.3553, 27.9268
ORB, FREAK, 2, 17, 5.22908, 27.7242
ORB, FREAK, 3, 12, 5.19062, 27.2598
ORB, FREAK, 4, 18, 5.29014, 27.0814
ORB, FREAK, 5, 11, 5.42761, 27.4434
ORB, FREAK, 6, 13, 5.39537, 27.3699
ORB, FREAK, 7, 14, 5.88744, 29.4112
ORB, FREAK, 8, 23, 5.43043, 27.2519
ORB, FREAK, 9, 17, 5.23511, 27.0459
ORB, ORB, 1, 25, 5.28464, 3.61411
ORB, ORB, 2, 32, 5.22385, 4.14604
ORB, ORB, 3, 34, 5.34951, 4.24096
ORB, ORB, 4, 29, 6.19965, 4.64562
ORB, ORB, 5, 18, 6.10842, 3.97426
ORB, ORB, 6, 24, 5.83558, 4.69044
ORB, ORB, 7, 38, 7.19444, 4.78753
ORB, ORB, 8, 36, 5.47881, 4.50831
ORB, ORB, 9, 34, 5.44098, 4.18176
AKAZE, BRISK, 1, 29, 37.1297, 195.554
AKAZE, BRISK, 2, 32, 32.5367, 194.904
AKAZE, BRISK, 3, 32, 37.5673, 194.911
AKAZE, BRISK, 4, 26, 37.5342, 201.138
AKAZE, BRISK, 5, 32, 33.8156, 194.973
AKAZE, BRISK, 6, 32, 37.8088, 197.315
AKAZE, BRISK, 7, 31, 32.6625, 193.899
AKAZE, BRISK, 8, 29, 33.7625, 195.404
AKAZE, BRISK, 9, 33, 33.1037, 192.298
AKAZE, SIFT, 1, 32, 34.1431, 12.283
AKAZE, SIFT, 2, 23, 38.2566, 11.4177
AKAZE, SIFT, 3, 31, 38.5741, 12.3799
AKAZE, SIFT, 4, 19, 39.1537, 12.0701
AKAZE, SIFT, 5, 26, 34.5831, 11.3148
AKAZE, SIFT, 6, 17, 37.2488, 13.3476
AKAZE, SIFT, 7, 26, 34.5698, 13.8153
AKAZE, SIFT, 8, 21, 35.889, 12.3458
AKAZE, SIFT, 9, 26, 36.4493, 11.8888
AKAZE, BRIEF, 1, 25, 34.623, 0.592794
AKAZE, BRIEF, 2, 23, 41.4812, 0.920063
AKAZE, BRIEF, 3, 30, 36.901, 0.889838
AKAZE, BRIEF, 4, 25, 34.2251, 0.955729
AKAZE, BRIEF, 5, 29, 35.0079, 0.910092
AKAZE, BRIEF, 6, 18, 38.556, 0.982497
AKAZE, BRIEF, 7, 23, 34.1267, 0.984728
AKAZE, BRIEF, 8, 27, 39.2751, 1.001
AKAZE, BRIEF, 9, 25, 34.2401, 0.998031
AKAZE, FREAK, 1, 40, 38.3624, 29.8499
AKAZE, FREAK, 2, 28, 34.5457, 30.7746
AKAZE, FREAK, 3, 34, 37.2956, 31.1665
AKAZE, FREAK, 4, 34, 32.1387, 30.745
AKAZE, FREAK, 5, 41, 35.2696, 31.0214
AKAZE, FREAK, 6, 31, 33.6124, 28.8368
AKAZE, FREAK, 7, 29, 35.8044, 29.1858
AKAZE, FREAK, 8, 28, 35.3433, 30.0527
AKAZE, FREAK, 9, 39, 34.5076, 29.5861
AKAZE, ORB, 1, 35, 38.4936, 2.55026
AKAZE, ORB, 2, 28, 33.2027, 3.28979
AKAZE, ORB, 3, 34, 34.4067, 2.80089
AKAZE, ORB, 4, 38, 38.8903, 2.48558
AKAZE, ORB, 5, 33, 40.1561, 2.5741
AKAZE, ORB, 6, 33, 35.6446, 2.92227
AKAZE, ORB, 7, 36, 37.4173, 2.88043
AKAZE, ORB, 8, 40, 37.2549, 2.69712
AKAZE, ORB, 9, 32, 33.9687, 2.56492
SIFT, BRISK, 1, 73, 53.8625, 200.061
SIFT, BRISK, 2, 66, 55.4379, 196.228
SIFT, BRISK, 3, 61, 54.7294, 196.201
SIFT, BRISK, 4, 71, 53.8462, 199.362
SIFT, BRISK, 5, 75, 53.6258, 196.565
SIFT, BRISK, 6, 76, 55.3802, 197.55
SIFT, BRISK, 7, 73, 53.7258, 207.26
SIFT, BRISK, 8, 81, 54.9158, 197.602
